date,urate,daten,vacancies,unemp,emp,st_unemp,mdate,qdate,st_unemp_adj,frate,srate,avg_frate,avg_srate,u_ss,frate_hp,frate_trend,srate_hp,srate_trend,avg_frate_hp,avg_srate_hp
5/1/72,5.7,1-May-72,,4922,81887,2192,1972m5,1972q2,2192,0.46281999,0.036210511,0.42041659,0.031399518,0.069496237,-0.01626103,0.47908103,-2.47997E-05,0.03623531,0.42041659,0.031399518
6/1/72,5.7,1-Jun-72,,4923,82083,2279,1972m6,1972q2,2279,0.4586634,0.035536576,0.42041659,0.031399518,0.069496237,-0.019141477,0.47780487,-0.00080219,0.036338765,0.42041659,0.031399518
7/1/72,5.6,1-Jul-72,,4913,82230,2248,1972m7,1972q3,2248,0.45980054,0.036083523,0.42041659,0.031399518,0.069496237,-0.016742921,0.47654346,-0.000358254,0.036441777,0.42041659,0.031399518
8/1/72,5.6,1-Aug-72,,4939,82578,2285,1972m8,1972q3,2285,0.49463454,0.037856948,0.42041659,0.031399518,0.069496237,0.019341514,0.47529304,0.001312495,0.036544453,0.42041659,0.031399518
9/1/72,5.5,1-Sep-72,,4849,82543,2353,1972m9,1972q3,2353,0.4794803,0.037463669,0.42041659,0.031399518,0.069496237,0.005430634,0.47404966,0.000816772,0.036646899,0.42041659,0.031399518
10/1/72,5.6,1-Oct-72,,4875,82616,2351,1972m10,1972q4,2351,0.50543588,0.035488993,0.42041659,0.031399518,0.069496237,0.03262623,0.47280964,-0.001260236,0.036749229,0.42041659,0.031399518
11/1/72,5.3,1-Nov-72,,4602,82990,2191,1972m11,1972q4,2191,0.44806606,0.031103693,0.42041659,0.031399518,0.069496237,-0.023503289,0.47156933,-0.00574788,0.036851574,0.42041659,0.031399518
12/1/72,5.2,1-Dec-72,,4543,83400,2003,1972m12,1972q4,2003,0.49570769,0.032441143,0.42041659,0.031399518,0.069496237,0.025382299,0.47032538,-0.004512901,0.036954045,0.42041659,0.031399518
1/1/73,4.9,1-Jan-73,,4326,83161,2035,1973m1,1973q1,2035,0.49306518,0.036052223,0.42041659,0.031399518,0.069496237,0.023990948,0.46907422,-0.001004475,0.037056699,0.42041659,0.031399518
2/1/73,5,1-Feb-73,,4452,83912,2259,1973m2,1973q1,2259,0.49281222,0.033778455,0.42041659,0.031399518,0.069496237,0.024999674,0.46781254,-0.00338109,0.037159543,0.42041659,0.031399518
3/1/73,4.9,1-Mar-73,,4394,84452,2136,1973m3,1973q1,2136,0.49954483,0.035670195,0.42041659,0.031399518,0.069496237,0.033007577,0.46653724,-0.001592392,0.037262585,0.42041659,0.031399518
4/1/73,5,1-Apr-73,,4459,84559,2260,1973m4,1973q2,2260,0.52769679,0.035711851,0.42041659,0.031399518,0.069496237,0.062451258,0.46524554,-0.001653938,0.03736579,0.42041659,0.031399518
5/1/73,4.9,1-May-73,,4329,84648,2223,1973m5,1973q2,2223,0.52852851,0.037284099,0.42041659,0.031399518,0.069496237,0.064593628,0.46393487,-0.000185006,0.037469104,0.42041659,0.031399518
6/1/73,4.9,1-Jun-73,,4363,85185,2322,1973m6,1973q2,2322,0.53380704,0.036365777,0.42041659,0.031399518,0.069496237,0.071203604,0.46260345,-0.001206689,0.037572466,0.42041659,0.031399518
7/1/73,4.8,1-Jul-73,,4305,85299,2271,1973m7,1973q3,2271,0.53193963,0.036574434,0.42041659,0.031399518,0.069496237,0.070689656,0.46124998,-0.001101373,0.037675809,0.42041659,0.031399518
8/1/73,4.8,1-Aug-73,,4305,85204,2290,1973m8,1973q3,2290,0.50313586,0.034671798,0.42041659,0.031399518,0.069496237,0.043261897,0.45987397,-0.003107251,0.037779048,0.42041659,0.031399518
9/1/73,4.8,1-Sep-73,,4350,85488,2211,1973m9,1973q3,2211,0.52160919,0.032646362,0.42041659,0.031399518,0.069496237,0.063133575,0.45847562,-0.005235739,0.037882101,0.42041659,0.031399518
10/1/73,4.6,1-Oct-73,,4144,85987,2063,1973m10,1973q4,2063,0.49131274,0.035273943,0.42041659,0.031399518,0.069496237,0.034257203,0.45705554,-0.002710898,0.037984841,0.42041659,0.031399518
11/1/73,4.8,1-Nov-73,,4396,86320,2288,1973m11,1973q4,2288,0.50932664,0.036246378,0.42041659,0.031399518,0.069496237,0.05371163,0.45561501,-0.001840718,0.038087096,0.42041659,0.031399518
12/1/73,4.9,1-Dec-73,,4489,86401,2332,1973m12,1973q4,2332,0.5001114,0.037039358,0.42041659,0.031399518,0.069496237,0.045955792,0.45415559,-0.001149306,0.038188662,0.42041659,0.031399518
1/1/74,5.1,1-Jan-74,,4644,86555,2400,1974m1,1974q1,2400,0.50495261,0.037587762,0.42041659,0.031399518,0.069496237,0.052273124,0.45267949,-0.000701565,0.038289327,0.42041659,0.031399518
2/1/74,5.2,1-Feb-74,,4731,86754,2432,1974m2,1974q1,2432,0.53054321,0.037856545,0.42041659,0.031399518,0.069496237,0.079353981,0.45118922,-0.000532308,0.038388852,0.42041659,0.031399518
3/1/74,5.1,1-Mar-74,,4634,86819,2413,1974m3,1974q1,2413,0.50776869,0.036077611,0.42041659,0.031399518,0.069496237,0.058080729,0.44968796,-0.002409394,0.038487006,0.42041659,0.031399518
4/1/74,5.1,1-Apr-74,,4618,86669,2337,1974m4,1974q2,2337,0.51320916,0.038134802,0.42041659,0.031399518,0.069496237,0.065029569,0.4481796,-0.000448737,0.038583539,0.42041659,0.031399518
5/1/74,5.1,1-May-74,,4705,86891,2457,1974m5,1974q2,2457,0.48352817,0.037900016,0.42041659,0.031399518,0.069496237,0.036859542,0.44666862,-0.000778173,0.038678188,0.42041659,0.031399518
6/1/74,5.4,1-Jun-74,,4927,86941,2497,1974m6,1974q2,2497,0.48508221,0.038357444,0.42041659,0.031399518,0.069496237,0.039922018,0.44516018,-0.000413238,0.038770683,0.42041659,0.031399518
7/1/74,5.5,1-Jul-74,,5063,87149,2526,1974m7,1974q3,2526,0.52340508,0.040549014,0.42041659,0.031399518,0.069496237,0.079745263,0.44365981,0.001688274,0.038860738,0.42041659,0.031399518
8/1/74,5.5,1-Aug-74,,5022,87037,2609,1974m8,1974q3,2609,0.45957786,0.040619444,0.42041659,0.031399518,0.069496237,0.017404472,0.44217339,0.001671366,0.038948078,0.42041659,0.031399518
9/1/74,5.9,1-Sep-74,,5437,87051,2723,1974m9,1974q3,2723,0.48501012,0.041294683,0.42041659,0.031399518,0.069496237,0.044302486,0.44070762,0.002262254,0.039032429,0.42041659,0.031399518
10/1/74,6,1-Oct-74,,5523,86995,2723,1974m10,1974q4,2723,0.44088358,0.045003023,0.42041659,0.031399518,0.069496237,0.001614147,0.43926942,0.005889479,0.039113544,0.42041659,0.031399518
11/1/74,6.6,1-Nov-74,,6140,86626,3052,1974m11,1974q4,3052,0.4281759,0.0459016,0.42041659,0.031399518,0.069496237,-0.009690211,0.43786612,0.006710405,0.039191194,0.42041659,0.031399518
12/1/74,7.2,1-Dec-74,,6636,86144,3125,1974m12,1974q4,3125,0.36588305,0.046785746,0.42041659,0.031399518,0.069496237,-0.070621952,0.43650499,0.007520531,0.039265215,0.42041659,0.031399518
1/1/75,8.1,1-Jan-75,,7501,85627,3293,1975m1,1975q1,3293,0.39034796,0.042762924,0.42041659,0.031399518,0.069496237,-0.04484541,0.43519336,0.003427425,0.0393355,0.42041659,0.031399518
2/1/75,8.1,1-Feb-75,,7520,85256,2947,1975m2,1975q1,2947,0.36369681,0.045776248,0.42041659,0.031399518,0.069496237,-0.070240922,0.43393773,0.006374224,0.039402023,0.42041659,0.031399518
3/1/75,8.6,1-Mar-75,,7978,85187,3193,1975m3,1975q1,3193,0.33629984,0.041135821,0.42041659,0.031399518,0.069496237,-0.096444361,0.4327442,0.001671025,0.039464798,0.42041659,0.031399518
4/1/75,8.8,1-Apr-75,,8210,85189,2915,1975m4,1975q2,2915,0.34445798,0.043266173,0.42041659,0.031399518,0.069496237,-0.087160155,0.43161815,0.003742284,0.039523888,0.42041659,0.031399518
5/1/75,9,1-May-75,,8433,85451,3051,1975m5,1975q2,3051,0.36582473,0.041133784,0.42041659,0.031399518,0.069496237,-0.064739257,0.43056399,0.001554393,0.039579391,0.42041659,0.031399518
6/1/75,8.8,1-Jun-75,,8220,85355,2872,1975m6,1975q2,2872,0.36192214,0.041224983,0.42041659,0.031399518,0.069496237,-0.067663155,0.42958531,0.001593557,0.039631426,0.42041659,0.031399518
7/1/75,8.6,1-Jul-75,,8127,85894,2882,1975m7,1975q3,2882,0.37000123,0.040112246,0.42041659,0.031399518,0.069496237,-0.058683742,0.42868498,0.000432109,0.039680138,0.42041659,0.031399518
8/1/75,8.4,1-Aug-75,,7928,86234,2808,1975m8,1975q3,2808,0.36364782,0.040791105,0.42041659,0.031399518,0.069496237,-0.064217411,0.42786524,0.001065425,0.03972568,0.42041659,0.031399518
9/1/75,8.4,1-Sep-75,,7923,86279,2878,1975m9,1975q3,2878,0.37712988,0.04230836,0.42041659,0.031399518,0.069496237,-0.049997844,0.42712772,0.002540141,0.039768219,0.42041659,0.031399518
10/1/75,8.4,1-Oct-75,,7897,86370,2962,1975m10,1975q4,2962,0.35722426,0.038312301,0.42041659,0.031399518,0.069496237,-0.06924919,0.42647344,-0.001495624,0.039807923,0.42041659,0.031399518
11/1/75,8.3,1-Nov-75,,7794,86456,2718,1975m11,1975q4,2718,0.36079034,0.038978402,0.42041659,0.031399518,0.069496237,-0.065112561,0.4259029,-0.000866594,0.039844997,0.42041659,0.031399518
12/1/75,8.2,1-Dec-75,,7744,86665,2762,1975m12,1975q4,2762,0.38210228,0.03921118,0.42041659,0.031399518,0.069496237,-0.043313611,0.4254159,-0.000668434,0.039879613,0.42041659,0.031399518
1/1/76,7.9,1-Jan-76,,7534,87400,2749,1976m1,1976q1,2749,0.39912397,0.040009558,0.42041659,0.031399518,0.069496237,-0.025887607,0.42501158,9.76036E-05,0.039911956,0.42041659,0.031399518
2/1/76,7.7,1-Feb-76,,7326,87672,2799,1976m2,1976q1,2799,0.37182638,0.036820844,0.42041659,0.031399518,0.069496237,-0.052862287,0.42468867,-0.003121341,0.039942183,0.42041659,0.031399518
3/1/76,7.6,1-Mar-76,,7230,87985,2628,1976m3,1976q1,2628,0.39253113,0.041546129,0.42041659,0.031399518,0.069496237,-0.03191451,0.42444563,0.001575657,0.039970472,0.42041659,0.031399518
4/1/76,7.7,1-Apr-76,,7330,88416,2938,1976m4,1976q2,2938,0.4190996,0.039992306,0.42041659,0.031399518,0.069496237,-0.005180821,0.42428043,-4.65E-06,0.039996956,0.42041659,0.031399518
5/1/76,7.4,1-May-76,,7053,88794,2795,1976m5,1976q2,2795,0.3570112,0.038207509,0.42041659,0.031399518,0.069496237,-0.067179434,0.42419064,-0.001814277,0.040021785,0.42041659,0.031399518
6/1/76,7.6,1-Jun-76,,7322,88563,2787,1976m6,1976q2,2787,0.38199946,0.041383166,0.42041659,0.031399518,0.069496237,-0.042174369,0.42417383,0.001338049,0.040045116,0.42041659,0.031399518
7/1/76,7.8,1-Jul-76,,7490,89093,2965,1976m7,1976q3,2965,0.38251001,0.040150709,0.42041659,0.031399518,0.069496237,-0.041716907,0.42422691,8.36248E-05,0.040067084,0.42041659,0.031399518
8/1/76,7.8,1-Aug-76,,7518,89223,2893,1976m8,1976q3,2893,0.40542698,0.040907387,0.42041659,0.031399518,0.069496237,-0.018919371,0.42434636,0.000819551,0.040087838,0.42041659,0.031399518
9/1/76,7.6,1-Sep-76,,7380,89173,2910,1976m9,1976q3,2910,0.39227644,0.041083794,0.42041659,0.031399518,0.069496237,-0.032251757,0.42452818,0.000976273,0.040107522,0.42041659,0.031399518
10/1/76,7.7,1-Oct-76,,7430,89274,2945,1976m10,1976q4,2945,0.35477793,0.038481556,0.42041659,0.031399518,0.069496237,-0.069990374,0.4247683,-0.00164474,0.040126294,0.42041659,0.031399518
11/1/76,7.8,1-Nov-76,,7620,89634,2826,1976m11,1976q4,2826,0.39317584,0.040562101,0.42041659,0.031399518,0.069496237,-0.031886384,0.42506224,0.000417773,0.040144328,0.42041659,0.031399518
12/1/76,7.8,1-Dec-76,,7545,89803,2921,1976m12,1976q4,2921,0.41868788,0.040758677,0.42041659,0.031399518,0.069496237,-0.006716921,0.42540479,0.00059691,0.040161766,0.42041659,0.031399518
1/1/77,7.5,1-Jan-77,,7280,89928,2894,1977m1,1977q1,2894,0.39175823,0.041693758,0.42041659,0.031399518,0.069496237,-0.034032319,0.42579055,0.001514989,0.040178768,0.42041659,0.031399518
2/1/77,7.6,1-Feb-77,,7443,90342,3015,1977m2,1977q1,3015,0.42039502,0.041946769,0.42041659,0.031399518,0.069496237,-0.005818914,0.42621392,0.001751275,0.040195495,0.42041659,0.031399518
3/1/77,7.4,1-Mar-77,,7307,90808,2993,1977m3,1977q1,2993,0.44655809,0.042746264,0.42041659,0.031399518,0.069496237,0.019889031,0.42666906,0.002534146,0.040212117,0.42041659,0.031399518
4/1/77,7.2,1-Apr-77,,7059,91271,3015,1977m4,1977q2,3015,0.41110638,0.037980992,0.42041659,0.031399518,0.069496237,-0.016043607,0.42714998,-0.002247842,0.040228836,0.42041659,0.031399518
5/1/77,7,1-May-77,,6911,91754,2754,1977m5,1977q2,2754,0.42179134,0.043340459,0.42041659,0.031399518,0.069496237,-0.005859626,0.42765096,0.003094598,0.040245861,0.42041659,0.031399518
6/1/77,7.2,1-Jun-77,,7134,91959,3138,1977m6,1977q2,3138,0.44350997,0.039948784,0.42041659,0.031399518,0.069496237,0.015343856,0.42816612,-0.000314612,0.040263396,0.42041659,0.031399518
7/1/77,6.9,1-Jul-77,,6829,92084,2859,1977m7,1977q3,2859,0.41001612,0.039559577,0.42041659,0.031399518,0.069496237,-0.018673321,0.42868945,-0.000722088,0.040281665,0.42041659,0.031399518
8/1/77,7,1-Aug-77,,6925,92441,2896,1977m8,1977q3,2896,0.44144404,0.040020969,0.42041659,0.031399518,0.069496237,0.012228889,0.42921516,-0.000279923,0.040300891,0.42041659,0.031399518
9/1/77,6.8,1-Sep-77,,6751,92702,2883,1977m9,1977q3,2883,0.42527032,0.0394984,0.42041659,0.031399518,0.069496237,-0.004466924,0.42973724,-0.000822894,0.040321294,0.42041659,0.031399518
10/1/77,6.8,1-Oct-77,,6763,93052,2883,1977m10,1977q4,2883,0.4246636,0.03989407,0.42041659,0.031399518,0.069496237,-0.005586242,0.43024984,-0.000449014,0.040343083,0.42041659,0.031399518
11/1/77,6.8,1-Nov-77,,6815,93761,2924,1977m11,1977q4,2924,0.46338958,0.037883274,0.42041659,0.031399518,0.069496237,0.032642536,0.43074703,-0.002483196,0.040366471,0.42041659,0.031399518
12/1/77,6.4,1-Dec-77,,6386,94105,2729,1977m12,1977q4,2729,0.4260883,0.038133059,0.42041659,0.031399518,0.069496237,-0.005134544,0.43122286,-0.002258594,0.040391654,0.42041659,0.031399518
1/1/78,6.4,1-Jan-78,,6489,94384,2824,1978m1,1978q1,2824,0.45230389,0.037842862,0.42041659,0.031399518,0.069496237,0.020632263,0.43167162,-0.002575944,0.040418807,0.42041659,0.031399518
2/1/78,6.3,1-Feb-78,,6318,94519,2764,1978m2,1978q1,2764,0.45140868,0.039229002,0.42041659,0.031399518,0.069496237,0.019321017,0.43208766,-0.001219086,0.040448088,0.42041659,0.031399518
3/1/78,6.3,1-Mar-78,,6337,94755,2871,1978m3,1978q1,2871,0.45873442,0.037660237,0.42041659,0.031399518,0.069496237,0.026268939,0.43246549,-0.002819385,0.040479623,0.42041659,0.031399518
4/1/78,6.1,1-Apr-78,,6180,95394,2750,1978m4,1978q2,2750,0.47297734,0.039404456,0.42041659,0.031399518,0.069496237,0.040177565,0.43279979,-0.001109073,0.040513527,0.42041659,0.031399518
5/1/78,6,1-May-78,,6127,95769,2870,1978m5,1978q2,2870,0.47119308,0.038084228,0.42041659,0.031399518,0.069496237,0.03810757,0.4330855,-0.002465664,0.040549893,0.42041659,0.031399518
6/1/78,5.9,1-Jun-78,,6028,96343,2788,1978m6,1978q2,2788,0.46250829,0.041437536,0.42041659,0.031399518,0.069496237,0.029190259,0.43331802,0.000848747,0.040588789,0.42041659,0.031399518
7/1/78,6.2,1-Jul-78,,6309,96090,3069,1978m7,1978q3,3069,0.489301,0.039376408,0.42041659,0.031399518,0.069496237,0.055807889,0.43349311,-0.001253866,0.040630274,0.42041659,0.031399518
8/1/78,5.9,1-Aug-78,,6080,96431,2858,1978m8,1978q3,2858,0.4763158,0.040032562,0.42041659,0.031399518,0.069496237,0.042709034,0.43360677,-0.000641844,0.040674407,0.42041659,0.031399518
9/1/78,6,1-Sep-78,,6125,96670,2941,1978m9,1978q3,2941,0.48391837,0.038018659,0.42041659,0.031399518,0.069496237,0.050262768,0.43365559,-0.002702574,0.040721234,0.42041659,0.031399518
10/1/78,5.8,1-Oct-78,,5947,97133,2786,1978m10,1978q4,2786,0.46628553,0.038973168,0.42041659,0.031399518,0.069496237,0.032648891,0.43363664,-0.001797628,0.040770795,0.42041659,0.031399518
11/1/78,5.9,1-Nov-78,,6077,97485,2903,1978m11,1978q4,2903,0.46519664,0.039807431,0.42041659,0.031399518,0.069496237,0.031649239,0.43354741,-0.001015678,0.040823109,0.42041659,0.031399518
12/1/78,6,1-Dec-78,,6228,97581,2978,1978m12,1978q4,2978,0.46724471,0.037320867,0.42041659,0.031399518,0.069496237,0.033858974,0.43338573,-0.003557303,0.040878169,0.42041659,0.031399518
1/1/79,5.9,1-Jan-79,,6109,97948,2791,1979m1,1979q1,2791,0.4640694,0.038539942,0.42041659,0.031399518,0.069496237,0.030919572,0.43314981,-0.002396023,0.040935963,0.42041659,0.031399518
2/1/79,5.9,1-Feb-79,,6173,98329,2899,1979m2,1979q1,2899,0.47092175,0.037817735,0.42041659,0.031399518,0.069496237,0.038083591,0.43283817,-0.003178709,0.040996443,0.42041659,0.031399518
3/1/79,5.8,1-Mar-79,,6109,98480,2843,1979m3,1979q1,2843,0.48747748,0.039448626,0.42041659,0.031399518,0.069496237,0.055027913,0.43244958,-0.001610908,0.041059535,0.42041659,0.031399518
4/1/79,5.8,1-Apr-79,,6069,98103,2938,1979m4,1979q2,2938,0.49464491,0.037554208,0.42041659,0.031399518,0.069496237,0.06266167,0.43198323,-0.003570923,0.04112513,0.42041659,0.031399518
5/1/79,5.6,1-May-79,,5840,98331,2773,1979m5,1979q2,2773,0.48424658,0.039544959,0.42041659,0.031399518,0.069496237,0.052807663,0.43143892,-0.001648154,0.041193113,0.42041659,0.031399518
6/1/79,5.7,1-Jun-79,,5959,98679,2947,1979m6,1979q2,2947,0.4787716,0.03850425,0.42041659,0.031399518,0.069496237,0.047954611,0.43081698,-0.002759072,0.041263323,0.42041659,0.031399518
7/1/79,5.7,1-Jul-79,,5996,99006,2890,1979m7,1979q3,2890,0.49566376,0.044259936,0.42041659,0.031399518,0.069496237,0.065545425,0.43011835,0.002924348,0.041335586,0.42041659,0.031399518
8/1/79,6,1-Aug-79,,6320,98776,3296,1979m8,1979q3,3296,0.48670885,0.039417475,0.42041659,0.031399518,0.069496237,0.05736449,0.42934436,-0.001992231,0.041409705,0.42041659,0.031399518
9/1/79,5.9,1-Sep-79,,6190,99340,2946,1979m9,1979q3,2946,0.47382876,0.040089745,0.42041659,0.031399518,0.069496237,0.045331676,0.42849708,-0.001395763,0.041485507,0.42041659,0.031399518
10/1/79,6,1-Oct-79,,6296,99404,3039,1979m10,1979q4,3039,0.49047014,0.040385649,0.42041659,0.031399518,0.069496237,0.062891014,0.42757913,-0.001177152,0.041562799,0.42041659,0.031399518
11/1/79,5.9,1-Nov-79,,6238,99574,3030,1979m11,1979q4,3030,0.4690606,0.039529849,0.42041659,0.031399518,0.069496237,0.042467058,0.42659354,-0.002111529,0.041641377,0.42041659,0.031399518
12/1/79,6,1-Dec-79,,6325,99933,3013,1979m12,1979q4,3013,0.45169961,0.041557252,0.42041659,0.031399518,0.069496237,0.026155582,0.42554402,-0.000163771,0.041721024,0.42041659,0.031399518
1/1/80,6.3,1-Jan-80,,6683,99879,3215,1980m1,1980q1,3215,0.46610802,0.040912878,0.42041659,0.031399518,0.069496237,0.041673314,0.42443472,-0.000888621,0.041801497,0.42041659,0.031399518
2/1/80,6.3,1-Feb-80,,6702,99995,3134,1980m2,1980q1,3134,0.45807222,0.040172502,0.42041659,0.031399518,0.069496237,0.034802262,0.42326996,-0.001710062,0.041882563,0.42041659,0.031399518
3/1/80,6.3,1-Mar-80,,6729,99713,3097,1980m3,1980q1,3097,0.4079358,0.04250722,0.42041659,0.031399518,0.069496237,-0.014118759,0.42205456,0.00054325,0.041963968,0.42041659,0.031399518
4/1/80,6.9,1-Apr-80,,7358,99233,3374,1980m4,1980q2,3374,0.42511553,0.048041821,0.42041659,0.031399518,0.069496237,0.004321858,0.42079368,0.00599637,0.042045452,0.42041659,0.031399518
5/1/80,7.5,1-May-80,,7984,98945,3754,1980m5,1980q2,3754,0.41270041,0.043411445,0.42041659,0.031399518,0.069496237,-0.006791871,0.41949227,0.0012847,0.042126745,0.42041659,0.031399518
6/1/80,7.6,1-Jun-80,,8098,98682,3409,1980m6,1980q2,3409,0.39429489,0.043646682,0.42041659,0.031399518,0.069496237,-0.02386057,0.41815546,0.00143903,0.042207651,0.42041659,0.031399518
7/1/80,7.8,1-Jul-80,,8363,98796,3458,1980m7,1980q3,3458,0.41815138,0.043703519,0.42041659,0.031399518,0.069496237,0.001363219,0.41678816,0.001415533,0.042287987,0.42041659,0.031399518
8/1/80,7.7,1-Aug-80,,8281,98824,3415,1980m8,1980q3,3415,0.41178602,0.040139236,0.42041659,0.031399518,0.069496237,-0.003609112,0.41539514,-0.002228336,0.04236757,0.42041659,0.031399518
9/1/80,7.5,1-Sep-80,,8021,99077,3150,1980m9,1980q3,3150,0.3950879,0.040701874,0.42041659,0.031399518,0.069496237,-0.018893229,0.41398114,-0.001744376,0.042446248,0.42041659,0.031399518
10/1/80,7.5,1-Oct-80,,8088,99317,3236,1980m10,1980q4,3236,0.39700791,0.03952153,0.42041659,0.031399518,0.069496237,-0.015542947,0.41255087,-0.003002309,0.042523839,0.42041659,0.031399518
11/1/80,7.5,1-Nov-80,,8023,99545,3146,1980m11,1980q4,3146,0.4240309,0.039482445,0.42041659,0.031399518,0.069496237,0.012922041,0.41110885,-0.003117697,0.04260014,0.42041659,0.031399518
12/1/80,7.2,1-Dec-80,,7718,99634,3097,1980m12,1980q4,3097,0.3841669,0.041219462,0.42041659,0.031399518,0.069496237,-0.025492601,0.4096595,-0.001455466,0.042674929,0.42041659,0.031399518
1/1/81,7.5,1-Jan-81,,8071,99955,3318,1981m1,1981q1,3318,0.40973857,0.041357726,0.42041659,0.031399518,0.069496237,0.001531295,0.40820727,-0.001390211,0.042747937,0.42041659,0.031399518
2/1/81,7.4,1-Feb-81,,8051,100191,3287,1981m2,1981q1,3287,0.42193517,0.042097837,0.42041659,0.031399518,0.069496237,0.015178731,0.40675643,-0.000721058,0.042818893,0.42041659,0.031399518
3/1/81,7.4,1-Mar-81,,7982,100571,3328,1981m3,1981q1,3328,0.41317967,0.039915256,0.42041659,0.031399518,0.069496237,0.007868413,0.40531126,-0.002972256,0.042887513,0.42041659,0.031399518
4/1/81,7.2,1-Apr-81,,7869,101056,3185,1981m4,1981q2,3185,0.39445928,0.042021696,0.42041659,0.031399518,0.069496237,-0.00941685,0.40387613,-0.000931798,0.042953495,0.42041659,0.031399518
5/1/81,7.5,1-May-81,,8174,101048,3409,1981m5,1981q2,3409,0.41791046,0.041784737,0.42041659,0.031399518,0.069496237,0.0154549,0.40245557,-0.001231776,0.043016512,0.42041659,0.031399518
6/1/81,7.5,1-Jun-81,,8098,100298,3340,1981m6,1981q2,3340,0.43739194,0.042200916,0.42041659,0.031399518,0.069496237,0.036337998,0.40105394,-0.000875322,0.043076236,0.42041659,0.031399518
7/1/81,7.2,1-Jul-81,,7863,100693,3307,1981m7,1981q3,3307,0.40022892,0.041220281,0.42041659,0.031399518,0.069496237,0.000553095,0.39967582,-0.001912036,0.043132316,0.42041659,0.031399518
8/1/81,7.4,1-Aug-81,,8036,100689,3320,1981m8,1981q3,3320,0.41052762,0.043650936,0.42041659,0.031399518,0.069496237,0.012201488,0.39832613,0.000466538,0.0431844,0.42041659,0.031399518
9/1/81,7.6,1-Sep-81,,8230,100064,3493,1981m9,1981q3,3493,0.39368165,0.045491129,0.42041659,0.031399518,0.069496237,-0.003328131,0.39700979,0.002259025,0.043232106,0.42041659,0.031399518
10/1/81,7.9,1-Oct-81,,8646,100378,3656,1981m10,1981q4,3656,0.39659959,0.04736989,0.42041659,0.031399518,0.069496237,0.00086778,0.39573181,0.004094824,0.043275066,0.42041659,0.031399518
11/1/81,8.3,1-Nov-81,,9029,100207,3812,1981m11,1981q4,3812,0.41100898,0.049601823,0.42041659,0.031399518,0.069496237,0.016511744,0.39449725,0.006288889,0.043312933,0.42041659,0.031399518
12/1/81,8.5,1-Dec-81,,9267,99645,3949,1981m12,1981q4,3949,0.40940973,0.049515955,0.42041659,0.031399518,0.069496237,0.016098646,0.39331108,0.006170553,0.043345403,0.42041659,0.031399518
1/1/82,8.6,1-Jan-82,,9397,99692,3924,1982m1,1982q1,3924,0.37245929,0.046939101,0.42041659,0.031399518,0.069496237,-0.019719236,0.39217854,0.003566874,0.043372229,0.42041659,0.031399518
2/1/82,8.9,1-Feb-82,,9705,99762,3808,1982m2,1982q1,3808,0.38186502,0.048269082,0.42041659,0.031399518,0.069496237,-0.009239892,0.39110491,0.004875855,0.043393228,0.42041659,0.031399518
3/1/82,9,1-Mar-82,,9895,99672,3896,1982m3,1982q1,3896,0.36402223,0.048460338,0.42041659,0.031399518,0.069496237,-0.026073171,0.39009538,0.005052085,0.043408252,0.42041659,0.031399518
4/1/82,9.3,1-Apr-82,,10244,99576,3951,1982m4,1982q2,3951,0.37036315,0.047882356,0.42041659,0.031399518,0.069496237,-0.018791877,0.38915503,0.004465147,0.043417208,0.42041659,0.031399518
5/1/82,9.4,1-May-82,,10335,100116,3885,1982m5,1982q2,3885,0.32926947,0.04311673,0.42041659,0.031399518,0.069496237,-0.059019122,0.38828859,-0.000303318,0.043420047,0.42041659,0.031399518
6/1/82,9.6,1-Jun-82,,10538,99543,3606,1982m6,1982q2,3606,0.34332889,0.047650229,0.42041659,0.031399518,0.069496237,-0.044171814,0.3875007,0.004233464,0.043416765,0.42041659,0.031399518
7/1/82,9.8,1-Jul-82,,10849,99493,3929,1982m7,1982q3,3929,0.35606968,0.047627911,0.42041659,0.031399518,0.069496237,-0.030725706,0.3867954,0.004220553,0.043407358,0.42041659,0.031399518
8/1/82,9.8,1-Aug-82,,10881,99633,3895,1982m8,1982q3,3895,0.33360904,0.047775209,0.42041659,0.031399518,0.069496237,-0.052567169,0.38617623,0.004383349,0.043391861,0.42041659,0.031399518
9/1/82,10.1,1-Sep-82,,11217,99504,3966,1982m9,1982q3,3966,0.31746456,0.046267148,0.42041659,0.031399518,0.069496237,-0.068181887,0.38564643,0.002896796,0.043370351,0.42041659,0.031399518
10/1/82,10.4,1-Oct-82,,11529,99215,3873,1982m10,1982q4,3873,0.30922022,0.047379829,0.42041659,0.031399518,0.069496237,-0.075988598,0.38520882,0.004036874,0.043342955,0.42041659,0.031399518
11/1/82,10.8,1-Nov-82,,11938,99112,3974,1982m11,1982q4,3974,0.3204892,0.047326777,0.42041659,0.031399518,0.069496237,-0.06437622,0.3848654,0.004016954,0.043309823,0.42041659,0.031399518
12/1/82,10.8,1-Dec-82,,12051,99032,3939,1982m12,1982q4,3939,0.34611237,0.044618707,0.42041659,0.031399518,0.069496237,-0.038505148,0.38461751,0.001347561,0.043271147,0.42041659,0.031399518
