date,alp,daten,urate,vacancies,unemp,emp,st_unemp,mdate,qdate,st_unemp_adj,frate,srate,avg_frate,tightness,lurate,lurate_hp
1984-04-01,55.779,01apr1984,.077,,8762,104336,3362,1984m4,1984q2,3362,.39637068,.037856448,.42041659,,-2.5639498,-.029220274
1984-05-01,,01may1984,.074,,8456,105193,3167,1984m5,1984q2,3167,.41284296,.039063759,.42041659,,-2.6036901,-.064453967
1984-06-01,,01jun1984,.072,,8226,105591,3261,1984m6,1984q2,3261,.37454411,.039526079,.42041659,,-2.6310892,-.087153614
1984-07-01,56.025,01jul1984,.075,,8537,105435,3392,1984m7,1984q3,3392,.41993675,.042822678,.42041659,,-2.5902672,-.041451629
1984-08-01,,01aug1984,.075,,8519,105163,3567,1984m8,1984q3,3567,.4081465,.039724238,.42041659,,-2.5902672,-.03640274
1984-09-01,,01sep1984,.073,,8367,105490,3325,1984m9,1984q3,3325,.40743396,.040750049,.42041659,,-2.6172957,-.058224734
1984-10-01,56.087,01oct1984,.074,,8381,105638,3423,1984m10,1984q4,3423,.42656007,.040814597,.42041659,,-2.6036901,-.039265882
1984-11-01,,01nov1984,.072,,8198,105972,3392,1984m11,1984q4,3392,.3916809,.039557185,.42041659,,-2.6310892,-.061175544
1984-12-01,,01dec1984,.073,,8358,106223,3371,1984m12,1984q4,3371,.43096435,.044003733,.42041659,,-2.6172957,-.041766752
1985-01-01,56.254,01jan1985,.073,,8423,106302,3667,1985m1,1985q1,3667,.42419565,.041442018,.42041659,,-2.6172957,-.036035277
1985-02-01,,01feb1985,.072,,8321,106555,3471,1985m2,1985q1,3471,.42074269,.041823708,.42041659,,-2.6310892,-.04399056
1985-03-01,,01mar1985,.072,,8339,106989,3519,1985m3,1985q1,3519,.41287923,.041212108,.42041659,,-2.6310892,-.03805482
1985-04-01,56.427,01apr1985,.073,,8395,106936,3499,1985m4,1985q2,3499,.42835021,.041686017,.42041659,,-2.6172957,-.018236883
1985-05-01,,01may1985,.072,,8302,106932,3503,1985m5,1985q2,3503,.40713081,.041543208,.42041659,,-2.6310892,-.025925683
1985-06-01,,01jun1985,.074,,8460,106505,3538,1985m6,1985q2,3538,.413948,.042090315,.42041659,,-2.6036901,.0076498603
1985-07-01,57.144,01jul1985,.074,,8513,106807,3555,1985m7,1985q3,3555,.44120756,.041311804,.42041659,,-2.6036901,.013889964
1985-08-01,,01aug1985,.071,,8196,107095,3439,1985m8,1985q3,3439,.41996095,.04129675,.42041659,,-2.6450753,-.021199731
1985-09-01,,01sep1985,.071,,8248,107657,3494,1985m9,1985q3,3494,.40906885,.039982513,.42041659,,-2.6450753,-.01485723
1985-10-01,57.374,01oct1985,.071,,8298,107847,3424,1985m10,1985q4,3424,.43781635,.041109513,.42041659,,-2.6450753,-.0084758978
1985-11-01,,01nov1985,.07,,8128,108007,3463,1985m11,1985q4,3463,.41621554,.039670337,.42041659,,-2.65926,-.016248524
1985-12-01,,01dec1985,.07,,8138,108216,3393,1985m12,1985q4,3393,.45170805,.039785147,.42041659,,-2.65926,-.0098136943
1986-01-01,58.056,01jan1986,.067,,7795,108887,3333,1986m1,1986q1,3333,.37318793,.03969771,.42041659,,-2.7030628,-.047166742
1986-02-01,,01feb1986,.072,,8402,108480,3516,1986m2,1986q1,3516,.42358962,.04140133,.42041659,,-2.6310892,.031263556
1986-03-01,,01mar1986,.072,,8383,108837,3540,1986m3,1986q1,3540,.43146846,.042152304,.42041659,,-2.6310892,.037719898
1986-04-01,58.514,01apr1986,.071,,8364,108952,3598,1986m4,1986q2,3598,.41977522,.041656829,.42041659,,-2.6450753,.030182041
1986-05-01,,01may1986,.072,,8439,109089,3586,1986m5,1986q2,3586,.40526128,.040110722,.42041659,,-2.6310892,.050600346
1986-06-01,,01jun1986,.072,,8508,109576,3489,1986m6,1986q2,3489,.42724493,.039991595,.42041659,,-2.6310892,.057008266
1986-07-01,58.765,01jul1986,.07,,8319,109810,3446,1986m7,1986q3,3446,.43550909,.040035684,.42041659,,-2.65926,.035212487
1986-08-01,,01aug1986,.069,,8135,110015,3439,1986m8,1986q3,3439,.39704978,.038616702,.42041659,,-2.6736488,.027156819
1986-09-01,,01sep1986,.07,,8310,110085,3405,1986m9,1986q3,3405,.41913357,.039257672,.42041659,,-2.65926,.047827519
1986-10-01,58.643,01oct1986,.07,,8243,110273,3416,1986m10,1986q4,3416,.41574669,.038271241,.42041659,,-2.65926,.054048672
1986-11-01,,01nov1986,.069,,8159,110475,3343,1986m11,1986q4,3343,.43792132,.03821044,.42041659,,-2.6736488,.045810379
1986-12-01,,01dec1986,.066,,7883,110728,3297,1986m12,1986q4,3297,.42889762,.03897335,.42041659,,-2.7181005,.0074282209
1987-01-01,58.373,01jan1987,.066,,7892,110953,3390,1987m1,1987q1,3390,.4244805,.038018722,.42041659,,-2.7181005,.013406164
1987-02-01,,01feb1987,.066,,7865,111257,3323,1987m2,1987q1,3323,.43089637,.038791627,.42041659,,-2.7181005,.019281773
1987-03-01,,01mar1987,.066,,7862,111408,3386,1987m3,1987q1,3386,.44288984,.03645492,.42041659,,-2.7181005,.025044227
1987-04-01,58.764,01apr1987,.063,,7542,111794,3162,1987m4,1987q2,3162,.43529567,.037902053,.42041659,,-2.7646205,-.01583744
1987-05-01,,01may1987,.063,,7574,112434,3315,1987m5,1987q2,3315,.44137841,.03614429,.42041659,,-2.7646205,-.010334405
1987-06-01,,01jun1987,.062,,7398,112246,3167,1987m6,1987q2,3167,.45241958,.037038803,.42041659,,-2.7806208,-.020977976
1987-07-01,58.772,01jul1987,.061,,7268,112634,3217,1987m7,1987q3,3217,.44001099,.036321666,.42041659,,-2.7968814,-.032039195
1987-08-01,,01aug1987,.06,,7261,113057,3191,1987m8,1987q3,3191,.46591377,.037177294,.42041659,,-2.8134108,-.043537214
1987-09-01,,01sep1987,.059,,7102,112909,3224,1987m9,1987q3,3224,.43874964,.036771208,.42041659,,-2.8302178,-.055491641
1987-10-01,59.35,01oct1987,.06,,7227,113282,3241,1987m10,1987q4,3241,.46547669,.036494613,.42041659,,-2.8134108,-.034020782
1987-11-01,,01nov1987,.058,,7035,113505,3172,1987m11,1987q4,3172,.46581379,.036499828,.42041659,,-2.8473122,-.063457116
1987-12-01,,01dec1987,.057,,6936,113793,3178,1987m12,1987q4,3178,.44247404,.034823712,.42041659,,-2.8647039,-.076591864
1988-01-01,59.56,01jan1988,.057,,6953,114016,3086,1988m1,1988q1,3086,.44311807,.034443237,.42041659,,-2.8647039,-.072552152
1988-02-01,,01feb1988,.057,,6929,114227,3057,1988m2,1988q1,3057,.44667339,.034289222,.42041659,,-2.8647039,-.068738118
1988-03-01,,01mar1988,.057,,6876,114037,3042,1988m3,1988q1,3042,.49185574,.036131214,.42041659,,-2.8647039,-.065157637
1988-04-01,59.715,01apr1988,.054,,6601,114650,3107,1988m4,1988q2,3107,.44190276,.034651499,.42041659,,-2.9187713,-.11588544
1988-05-01,,01may1988,.056,,6779,114292,3095,1988m5,1988q2,3095,.49181294,.035979964,.42041659,,-2.8824036,-.076425992
1988-06-01,,01jun1988,.054,,6546,114927,3101,1988m6,1988q2,3101,.44897649,.033637304,.42041659,,-2.9187713,-.10995558
1988-07-01,59.87,01jul1988,.054,,6605,115060,2998,1988m7,1988q3,2998,.44420892,.035439495,.42041659,,-2.9187713,-.10737661
1988-08-01,,01aug1988,.056,,6843,115282,3172,1988m8,1988q3,3172,.49554288,.036347527,.42041659,,-2.8824036,-.068693593
1988-09-01,,01sep1988,.054,,6604,115356,3152,1988m9,1988q3,3152,.47577226,.035329819,.42041659,,-2.9187713,-.10301321
1988-10-01,60.011,01oct1988,.054,,6568,115638,3106,1988m10,1988q4,3106,.47624847,.035152521,.42041659,,-2.9187713,-.10123564
1988-11-01,,01nov1988,.053,,6537,116100,3097,1988m11,1988q4,3097,.45754933,.033192143,.42041659,,-2.9374633,-.11842293
1988-12-01,,01dec1988,.053,,6518,116104,2972,1988m12,1988q4,2972,.45750231,.035133142,.42041659,,-2.9374633,-.11719263
1989-01-01,60.041,01jan1989,.054,,6682,116708,3146,1989m1,1989q1,3146,.52633941,.037142131,.42041659,,-2.9187713,-.097545415
1989-02-01,,01feb1989,.052,,6359,116776,3194,1989m2,1989q1,3194,.50259477,.034793351,.42041659,,-2.9565115,-.13460532
1989-03-01,,01mar1989,.05,,6205,117022,3042,1989m3,1989q1,3042,.45882353,.034488197,.42041659,,-2.9957323,-.1734197
1989-04-01,60.226,01apr1989,.052,,6468,117097,3110,1989m4,1989q2,3110,.48623994,.03443592,.42041659,,-2.9565115,-.1340643
1989-05-01,,01may1989,.052,,6375,117099,3052,1989m5,1989q2,3052,.48643136,.037272047,.42041659,,-2.9565115,-.13419823
1989-06-01,,01jun1989,.053,,6577,117418,3303,1989m6,1989q2,3303,.49490649,.035908885,.42041659,,-2.9374633,-.11554805
1989-07-01,60.513,01jul1989,.052,,6495,117472,3173,1989m7,1989q3,3173,.47328714,.034458529,.42041659,,-2.9565115,-.13525298
1989-08-01,,01aug1989,.052,,6511,117655,3090,1989m8,1989q3,3090,.48149285,.035978962,.42041659,,-2.9565115,-.13616206
1989-09-01,,01sep1989,.053,,6590,117354,3214,1989m9,1989q3,3214,.48224583,.036134057,.42041659,,-2.9374633,-.11826789
1989-10-01,60.52,01oct1989,.053,,6630,117581,3218,1989m10,1989q4,3218,.47541478,.036226254,.42041659,,-2.9374633,-.11965852
1989-11-01,,01nov1989,.054,,6725,117912,3247,1989m11,1989q4,3247,.4956134,.036925282,.42041659,,-2.9187713,-.10258438
1989-12-01,,01dec1989,.054,,6667,117830,3275,1989m12,1989q4,3275,.46557671,.035276335,.42041659,,-2.9187713,-.10441925
1990-01-01,61.086,01jan1990,.054,,6752,119081,3189,1990m1,1990q1,3189,.49229857,.035903145,.42041659,,-2.9187713,-.10646006
1990-02-01,,01feb1990,.053,,6651,119059,3223,1990m2,1990q1,3223,.4900015,.03566603,.42041659,,-2.9374633,-.12738699
1990-03-01,,01mar1990,.052,,6598,119203,3206,1990m3,1990q1,3206,.46529251,.035738155,.42041659,,-2.9565115,-.14885154
1990-04-01,61.507,01apr1990,.054,,6797,118852,3269,1990m4,1990q2,3269,.46667647,.034207907,.42041659,,-2.9187713,-.11369543
1990-05-01,,01may1990,.054,,6742,119151,3117,1990m5,1990q2,3117,.48991397,.035025071,.42041659,,-2.9187713,-.11643252
1990-06-01,,01jun1990,.052,,6590,118983,3151,1990m6,1990q2,3151,.43839151,.034670781,.42041659,,-2.9565115,-.15704712
1990-07-01,61.7,01jul1990,.055,,6922,118810,3221,1990m7,1990q3,3221,.44120196,.035852976,.42041659,,-2.9004221,-.10395281
1990-08-01,,01aug1990,.057,,7188,118802,3320,1990m8,1990q3,3320,.43127435,.035199225,.42041659,,-2.8647039,-.071332619
1990-09-01,,01sep1990,.059,,7368,118524,3280,1990m9,1990q3,3280,.44191095,.036248259,.42041659,,-2.8302178,-.040028907
1990-10-01,61.061,01oct1990,.059,,7459,118536,3347,1990m10,1990q4,3347,.42056575,.03676961,.42041659,,-2.8302178,-.043276437
1990-11-01,,01nov1990,.062,,7764,118306,3442,1990m11,1990q4,3442,.42825863,.03723653,.42041659,,-2.7806208,.0030273173
1990-12-01,,01dec1990,.063,,7901,118241,3462,1990m12,1990q4,3462,.42475635,.037260067,.42041659,,-2.7646205,.015708366
1991-01-01,61.249,01jan1991,.064,,8015,117940,3470,1991m1,1991q1,3470,.41609481,.038382109,.42041659,,-2.7488723,.028131217
1991-02-01,,01feb1991,.066,,8265,117755,3585,1991m2,1991q1,3585,.38935268,.037319064,.42041659,,-2.7181005,.055590987
1991-03-01,,01mar1991,.068,,8586,117652,3539,1991m3,1991q1,3539,.41311437,.036422014,.42041659,,-2.6882477,.082164764
1991-04-01,62.247,01apr1991,.067,,8439,118109,3400,1991m4,1991q2,3400,.39388552,.038176756,.42041659,,-2.7030628,.064122453
1991-05-01,,01may1991,.069,,8736,117440,3621,1991m5,1991q2,3621,.3974359,.03642834,.42041659,,-2.6736488,.090379402
1991-06-01,,01jun1991,.069,,8692,117639,3428,1991m6,1991q2,3428,.40589046,.0364956,.42041659,,-2.6736488,.087310508
1991-07-01,62.78,01jul1991,.068,,8586,117568,3422,1991m7,1991q3,3422,.39203355,.036456849,.42041659,,-2.6882477,.069748029
1991-08-01,,01aug1991,.069,,8666,117484,3446,1991m8,1991q3,3446,.39487654,.036886919,.42041659,,-2.6736488,.081505001
1991-09-01,,01sep1991,.069,,8722,117928,3478,1991m9,1991q3,3478,.38443017,.036457937,.42041659,,-2.6736488,.078800842
1991-10-01,63.075,01oct1991,.07,,8842,117800,3473,1991m10,1991q4,3473,.38124859,.036289472,.42041659,,-2.65926,.090638533
1991-11-01,,01nov1991,.07,,8931,117770,3460,1991m11,1991q4,3460,.35897437,.03594055,.42041659,,-2.65926,.088255174
1991-12-01,,01dec1991,.073,,9198,117466,3473,1991m12,1991q4,3473,.36018699,.035281487,.42041659,,-2.6172957,.1280179
1992-01-01,64.325,01jan1992,.073,,9283,117978,3398,1992m1,1992q1,3398,.33459011,.033356789,.42041659,,-2.6172957,.12601145
1992-02-01,,01feb1992,.074,,9454,117753,3277,1992m2,1992q1,3277,.3602708,.03534231,.42041659,,-2.6036901,.13781807
1992-03-01,,01mar1992,.074,,9460,118144,3412,1992m3,1992q1,3412,.35317126,.033881068,.42041659,,-2.6036901,.13623795
1992-04-01,64.872,01apr1992,.074,,9415,118426,3296,1992m4,1992q2,3296,.32798725,.034513447,.42041659,,-2.6036901,.13488699
1992-05-01,,01may1992,.076,,9744,118375,3417,1992m5,1992q2,3417,.33066502,.03560593,.42041659,,-2.5770218,.1604428
1992-06-01,,01jun1992,.078,,10040,118419,3518,1992m6,1992q2,3518,.36135459,.03543476,.42041659,,-2.5510464,.1855524
1992-07-01,65.45399999999999,01jul1992,.077,,9850,118713,3438,1992m7,1992q3,3438,.35522842,.035194863,.42041659,,-2.5639498,.17203672
1992-08-01,,01aug1992,.076,,9787,118826,3436,1992m8,1992q3,3436,.35087362,.034986895,.42041659,,-2.5770218,.1586117
1992-09-01,,01sep1992,.076,,9781,118720,3428,1992m9,1992q3,3428,.38227174,.034948014,.42041659,,-2.5770218,.1585221
1992-10-01,65.846,01oct1992,.073,,9398,118628,3356,1992m10,1992q4,3356,.33517769,.033590801,.42041659,,-2.6172957,.11842503
1992-11-01,,01nov1992,.074,,9565,118876,3317,1992m11,1992q4,3317,.33423942,.032209039,.42041659,,-2.6036901,.13247566
1992-12-01,,01dec1992,.074,,9557,118997,3189,1992m12,1992q4,3189,.36946741,.034005314,.42041659,,-2.6036901,.13318977
1993-01-01,65.279,01jan1993,.073,,9325,119075,3299,1993m1,1993q1,3299,.3863807,.036025491,.42041659,,-2.6172957,.1205672
1993-02-01,,01feb1993,.071,,9183,119275,3461,1993m2,1993q1,3461,.36883372,.033511966,.42041659,,-2.6450753,.094038375
1993-03-01,,01mar1993,.07,,9056,119542,3260,1993m3,1993q1,3260,.36395758,.034257822,.42041659,,-2.65926,.081370041
1993-04-01,64.902,01apr1993,.071,,9110,119474,3350,1993m4,1993q2,3350,.36487377,.034429617,.42041659,,-2.6450753,.097333908
1993-05-01,,01may1993,.071,,9149,120115,3363,1993m5,1993q2,3363,.35479286,.032568533,.42041659,,-2.6450753,.099372372
1993-06-01,,01jun1993,.07,,9121,120290,3218,1993m6,1993q2,3218,.38186604,.033825625,.42041659,,-2.65926,.087481216
1993-07-01,65.18000000000001,01jul1993,.069,,8930,120467,3292,1993m7,1993q3,3292,.37435609,.032435231,.42041659,,-2.6736488,.075636074
1993-08-01,,01aug1993,.068,,8763,120856,3176,1993m8,1993q3,3176,.36243296,.031600256,.42041659,,-2.6882477,.063825332
1993-09-01,,01sep1993,.067,,8714,120554,3127,1993m9,1993q3,3127,.37870094,.034135893,.42041659,,-2.7030628,.05203655
1993-10-01,65.43300000000001,01oct1993,.068,,8750,120823,3336,1993m10,1993q4,3336,.37657142,.031476311,.42041659,,-2.6882477,.070109412
1993-11-01,,01nov1993,.066,,8542,121169,3087,1993m11,1993q4,3087,.38761413,.033229057,.42041659,,-2.7181005,.043738645
1993-12-01,,01dec1993,.065,,8477,121464,3246,1993m12,1993q4,3246,.35755575,.031920142,.42041659,,-2.7333679,.03217002
1994-01-01,65.619,01jan1994,.066,,8630,121966,3184,1994m1,1994q1,3184,.34347624,.02887751,.42041659,,-2.7181005,.051344767
1994-02-01,,01feb1994,.066,,8583,122086,2652,1994m2,1994q1,2917.2,.37060466,.030844579,.42041659,,-2.7181005,.055452507
1994-03-01,,01mar1994,.065,,8470,121930,2789,1994m3,1994q1,3067.8999,.38550177,.031761326,.42041659,,-2.7333679,.044484582
1994-04-01,65.67700000000001,01apr1994,.064,,8331,122290,2842,1994m4,1994q2,3126.2,.40009603,.029820254,.42041659,,-2.7488723,.033462282
1994-05-01,,01may1994,.061,,7915,122864,2652,1994m5,1994q2,2917.2,.38164243,.030504247,.42041659,,-2.7968814,-.0098916292
1994-06-01,,01jun1994,.061,,7927,122634,2757,1994m6,1994q2,3032.7,.38892394,.031401098,.42041659,,-2.7968814,-.0050728917
1994-07-01,65.306,01jul1994,.061,,7946,122706,2820,1994m7,1994q3,3102,.37139443,.029404573,.42041659,,-2.7968814,-.00010027448
1994-08-01,,01aug1994,.06,,7933,123342,2671,1994m8,1994q3,2938.1001,.3954494,.029691502,.42041659,,-2.8134108,-.011512675
1994-09-01,,01sep1994,.059,,7734,123687,2671,1994m9,1994q3,2938.1001,.35795188,.026257014,.42041659,,-2.8302178,-.023068102
1994-10-01,65.991,01oct1994,.058,,7632,124112,2424,1994m10,1994q4,2666.3999,.4111504,.029218748,.42041659,,-2.8473122,-.03478558
1994-11-01,,01nov1994,.056,,7375,124516,2619,1994m11,1994q4,2880.8999,.40462375,.028583961,.42041659,,-2.8824036,-.064384148
1994-12-01,,01dec1994,.055,,7230,124721,2581,1994m12,1994q4,2839.1001,.40047026,.030480972,.42041659,,-2.9004221,-.076802902
1995-01-01,66.04000000000001,01jan1995,.056,,7375,124663,2764,1995m1,1995q1,3040.3999,.41000679,.028613618,.42041659,,-2.8824036,-.053086326
1995-02-01,,01feb1995,.054,,7187,124928,2578,1995m2,1995q1,2835.8,.39838597,.028279778,.42041659,,-2.9187713,-.083665483
1995-03-01,,01mar1995,.054,,7153,124955,2572,1995m3,1995q1,2829.2,.35104153,.029148886,.42041659,,-2.9187713,-.07779412
1995-04-01,66.348,01apr1995,.058,,7645,124945,2730,1995m4,1995q2,3003,.40265533,.028693223,.42041659,,-2.8473122,-.00038773037
1995-05-01,,01may1995,.056,,7430,124421,2603,1995m5,1995q2,2863.3,.4066487,.030451,.42041659,,-2.8824036,-.029462116
1995-06-01,,01jun1995,.056,,7427,124522,2744,1995m6,1995q2,3018.3999,.37561598,.028572481,.42041659,,-2.8824036,-.023381712
1995-07-01,66.342,01jul1995,.057,,7527,124816,2627,1995m7,1995q3,2889.7,.40496877,.030190056,.42041659,,-2.8647039,.00045573281
1995-08-01,,01aug1995,.057,,7484,124852,2732,1995m8,1995q3,3005.2,.42072421,.031877145,.42041659,,-2.8647039,.0066449009
1995-09-01,,01sep1995,.056,,7478,125133,2857,1995m9,1995q3,3142.7,.4209013,.030339474,.42041659,,-2.8824036,-.0048200958
1995-10-01,66.708,01oct1995,.055,,7328,125388,2725,1995m10,1995q4,2997.5,.40873361,.031005528,.42041659,,-2.9004221,-.016564243
1995-11-01,,01nov1995,.056,,7426,125188,2812,1995m11,1995q4,3093.2,.39472124,.029141881,.42041659,,-2.8824036,.0077622952
1995-12-01,,01dec1995,.056,,7423,125088,2662,1995m12,1995q4,2928.2,.39465177,.029854121,.42041659,,-2.8824036,.01409829
1996-01-01,67.122,01jan1996,.056,,7491,125125,2725,1996m1,1996q1,2997.5,.42214659,.030231642,.42041659,,-2.8824036,.020456394
1996-02-01,,01feb1996,.055,,7313,125639,2713,1996m2,1996q1,2984.3,.38949814,.028203756,.42041659,,-2.9004221,.0088121817
1996-03-01,,01mar1996,.055,,7318,125862,2594,1996m3,1996q1,2853.3999,.36704019,.027081523,.42041659,,-2.9004221,.015196521
1996-04-01,67.77500000000001,01apr1996,.056,,7415,125994,2530,1996m4,1996q2,2783,.40910316,.03034771,.42041659,,-2.8824036,.039603245
1996-05-01,,01may1996,.056,,7423,126244,2765,1996m5,1996q2,3041.5,.42236292,.028189378,.42041659,,-2.8824036,.0459891
1996-06-01,,01jun1996,.053,,7095,126602,2552,1996m6,1996q2,2807.2,.38015503,.028664548,.42041659,,-2.9374633,-.0026936932
1996-07-01,68.02,01jul1996,.055,,7337,126947,2672,1996m7,1996q3,2939.2,.43622735,.027661214,.42041659,,-2.9004221,.040708452
1996-08-01,,01aug1996,.051,,6882,127172,2496,1996m8,1996q3,2745.6001,.38949433,.027122537,.42041659,,-2.9759297,-.028461074
1996-09-01,,01sep1996,.052,,6979,127536,2525,1996m9,1996q3,2777.5,.38296318,.026423844,.42041659,,-2.9565115,-.0027348036
1996-10-01,68.081,01oct1996,.052,,7031,127890,2477,1996m10,1996q4,2724.7,.42767742,.031946793,.42041659,,-2.9565115,.0035361245
1996-11-01,,01nov1996,.054,,7236,127771,2920,1996m11,1996q4,3212,.39608902,.028136959,.42041659,,-2.9187713,.047503181
1996-12-01,,01dec1996,.054,,7253,127860,2621,1996m12,1996q4,2883.1001,.43138012,.030252727,.42041659,,-2.9187713,.053678885
1997-01-01,67.93600000000001,01jan1997,.053,,7158,128298,2758,1997m1,1997q1,3033.8,.39953896,.027310366,.42041659,,-2.9374633,.041104052
1997-02-01,,01feb1997,.052,,7102,128298,2549,1997m2,1997q1,2803.8999,.41737539,.028192407,.42041659,,-2.9565115,.028106701
1997-03-01,,01mar1997,.052,,7000,128891,2602,1997m3,1997q1,2862.2,.40141428,.026042096,.42041659,,-2.9565115,.034083113
1997-04-01,68.937,01apr1997,.051,,6873,129143,2439,1997m4,1997q2,2682.8999,.43615597,.027527299,.42041659,,-2.9759297,.020558504
1997-05-01,,01may1997,.049,,6655,129464,2527,1997m5,1997q2,2779.7,.40183321,.027241478,.42041659,,-3.0159349,-.013644463
1997-06-01,,01jun1997,.05,,6799,129412,2562,1997m6,1997q2,2818.2,.40979555,.025678411,.42041659,,-2.9957323,.012260262
1997-07-01,69.501,01jul1997,.049,,6655,129822,2402,1997m7,1997q3,2642.2,.42441773,.027157806,.42041659,,-3.0159349,-.0023490926
1997-08-01,,01aug1997,.048,,6608,130010,2525,1997m8,1997q3,2777.5,.40457019,.026240246,.42041659,,-3.0365543,-.017492762
1997-09-01,,01sep1997,.049,,6656,130019,2474,1997m9,1997q3,2721.3999,.45441708,.028091842,.42041659,,-3.0159349,.0084760645
1997-10-01,69.843,01oct1997,.047,,6454,130179,2566,1997m10,1997q4,2822.6001,.44513479,.026944214,.42041659,,-3.0576077,-.027982097
1997-11-01,,01nov1997,.046,,6308,130653,2479,1997m11,1997q4,2726.8999,.41525045,.026924599,.42041659,,-3.079114,-.044417415
1997-12-01,,01dec1997,.047,,6476,130679,2534,1997m12,1997q4,2787.3999,.45609945,.028209409,.42041659,,-3.0576077,-.017992109
1998-01-01,70.47199999999999,01jan1998,.046,,6368,130726,2587,1998m1,1998q1,2845.7,.45402008,.027998053,.42041659,,-3.079114,-.034739528
1998-02-01,,01feb1998,.046,,6306,130807,2572,1998m2,1998q1,2829.2,.46810973,.030620519,.42041659,,-3.079114,-.030148705
1998-03-01,,01mar1998,.047,,6422,130814,2789,1998m3,1998q1,3067.8999,.52503896,.029964931,.42041659,,-3.0576077,-.0042273412
1998-04-01,70.86199999999999,01apr1998,.043,,5941,131209,2628,1998m4,1998q2,2890.8,.47114965,.028964264,.42041659,,-3.1465552,-.088943049
1998-05-01,,01may1998,.044,,6047,131325,2641,1998m5,1998q2,2905.1001,.4358525,.027268169,.42041659,,-3.1235657,-.061912384
1998-06-01,,01jun1998,.045,,6212,131244,2546,1998m6,1998q2,2800.6001,.4515937,.028071189,.42041659,,-3.1010928,-.035595775
1998-07-01,71.80500000000001,01jul1998,.045,,6259,131329,2593,1998m7,1998q3,2852.3,.46919635,.028419374,.42041659,,-3.1010928,-.031955704
1998-08-01,,01aug1998,.045,,6179,131390,2597,1998m8,1998q3,2856.7,.44754812,.028301278,.42041659,,-3.1010928,-.028525308
1998-09-01,,01sep1998,.046,,6300,131986,2624,1998m9,1998q3,2886.3999,.49607939,.031288214,.42041659,,-3.079114,-.0033314747
1998-10-01,72.36199999999999,01oct1998,.045,,6280,131999,2823,1998m10,1998q4,3105.3,.46831211,.027312124,.42041659,,-3.1010928,-.022316299
1998-11-01,,01nov1998,.044,,6100,132280,2510,1998m11,1998q4,2761,.47765574,.028262595,.42041659,,-3.1235657,-.042021573
1998-12-01,,01dec1998,.044,,6032,132602,2587,1998m12,1998q4,2845.7,.45825595,.02649405,.42041659,,-3.1235657,-.039485767
1999-01-01,73.357,01jan1999,.043,,5976,133027,2462,1999m1,1999q1,2708.2,.44973227,.027373658,.42041659,,-3.1465552,-.060176257
1999-02-01,,01feb1999,.044,,6111,132856,2566,1999m2,1999q1,2822.6001,.49882179,.02727931,.42041659,,-3.1235657,-.035129204
1999-03-01,,01mar1999,.042,,5783,132947,2473,1999m3,1999q1,2720.3,.49076605,.030492187,.42041659,,-3.1700857,-.079837374
1999-04-01,73.613,01apr1999,.043,,6004,132955,2781,1999m4,1999q2,3059.1001,.4946869,.027601831,.42041659,,-3.1465552,-.054744754
1999-05-01,,01may1999,.042,,5796,133311,2511,1999m5,1999q2,2762.1001,.45170808,.02687056,.42041659,,-3.1700857,-.076966129
1999-06-01,,01jun1999,.043,,5951,133378,2521,1999m6,1999q2,2773.1001,.47610486,.028607544,.42041659,,-3.1465552,-.052382499
1999-07-01,74.312,01jul1999,.043,,6025,133414,2643,1999m7,1999q3,2907.3,.49586722,.027912164,.42041659,,-3.1465552,-.051587641
1999-08-01,,01aug1999,.042,,5838,133591,2546,1999m8,1999q3,2800.6001,.47877699,.028265683,.42041659,,-3.1700857,-.074583486
1999-09-01,,01sep1999,.042,,5915,133707,2611,1999m9,1999q3,2872.1001,.49477601,.027721496,.42041659,,-3.1700857,-.074310601
1999-10-01,75.38800000000001,01oct1999,.041,,5778,133993,2536,1999m10,1999q4,2789.6001,.49847698,.028014811,.42041659,,-3.1941831,-.098397858
1999-11-01,,01nov1999,.041,,5716,134309,2562,1999m11,1999q4,2818.2,.51945418,.02922998,.42041659,,-3.1941831,-.098650761
1999-12-01,,01dec1999,.04,,5653,134523,2642,1999m12,1999q4,2906.2,.48471609,.027424378,.42041659,,-3.2188759,-.12385914
2000-01-01,75.13,01jan2000,.04,,5708,136559,2541,2000m1,2000q1,2795.1001,.47554308,.027518716,.42041659,,-3.2188759,-.12463633
2000-02-01,,01feb2000,.041,,5858,136598,2604,2000m2,2000q1,2864.3999,.54335952,.030737657,.42041659,,-3.1941831,-.10098021
2000-03-01,,01mar2000,.04,,5733,136701,2780,2000m3,2000q1,3058,.52555382,.027396545,.42041659,,-3.2188759,-.12696606
2000-04-01,76.56,01apr2000,.038,,5481,137270,2510,2000m4,2000q2,2761,.46403939,.026753768,.42041659,,-3.270169,-.17980485
2000-05-01,,01may2000,.04,,5758,136630,2564,2000m5,2000q2,2820.3999,.51127124,.0278941,.42041659,,-3.2188759,-.13030514
2000-06-01,,01jun2000,.04,,5651,136940,2579,2000m6,2000q2,2836.8999,.46926209,.026217058,.42041659,,-3.2188759,-.13234012
2000-07-01,76.53700000000001,01jul2000,.04,,5747,136531,2498,2000m7,2000q3,2747.8,.46963632,.026849546,.42041659,,-3.2188759,-.13460948
